,Species,Continent_of_Origin,Country_of_Origin,Harvest_Year,Expiration,Variety,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Moisture,Quakers,Category_One_Defects,Category_Two_Defects
1016,Arabica,North America,Mexico,2017-01-01,2018-05-12,Bourbon,Green,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,0.11,0,0,11
1018,Arabica,North America,United States,2014-01-01,2016-01-13,Hawaiian Kona,Bluish-Green,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,0.1,0,2,5
1019,Arabica,Africa,Tanzania,2014-01-01,2015-12-18,Other,Green,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,0
1020,Arabica,South America,Brazil,2014-01-01,2015-12-16,Yellow Bourbon,Green,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,0.12,0,0,8
1021,Arabica,Asia,Taiwan,2014-01-01,2015-11-23,Typica,Green,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,0.09,0,0,0
1023,Arabica,North America,Nicaragua,2013-01-01,2015-07-16,Caturra,Green,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,0.1,0,1,3
1024,Arabica,North America,Guatemala,2014-01-01,2015-06-10,Pacas,Green,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,0.12,0,2,5
1026,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,0.11,0,0,0
1027,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0
1028,Arabica,North America,Mexico,2012-01-01,2013-07-11,Typica,Green,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,0.13,0,0,12
1030,Arabica,Asia,Laos,2016-01-01,2018-06-22,Catimor,Green,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,0.0,0,0,0
1031,Arabica,North America,Guatemala,2013-01-01,2015-05-26,Caturra,Green,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,0.11,0,0,1
1032,Arabica,North America,Mexico,2012-01-01,2013-08-30,Catuai,Green,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,0.13,0,0,7
1033,Arabica,North America,Mexico,2012-01-01,2013-08-29,Typica,Green,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,0.11,0,0,3
1034,Arabica,North America,Mexico,2012-01-01,2013-07-03,Bourbon,Green,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,0.13,0,0,1
1035,Arabica,North America,United States,2012-01-01,2013-02-22,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,0.1,0,2,0
1038,Arabica,Asia,Myanmar,2015-01-01,2016-07-16,Catuai,Green,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,0.0,0,0,2
1039,Arabica,North America,Guatemala,2015-01-01,2016-06-17,Caturra,Green,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,0.12,0,0,1
1040,Arabica,North America,Nicaragua,2015-01-01,2016-05-27,Other,Green,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,0.12,0,0,5
1041,Arabica,North America,Honduras,2015-01-01,2016-05-24,Caturra,Green,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,0.11,0,0,2
1042,Arabica,North America,Panama,2014-01-01,2016-05-22,Caturra,Green,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,0.11,0,1,4
1043,Arabica,North America,Honduras,2015-01-01,2016-05-21,Catuai,Green,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,0.09,0,0,2
1044,Arabica,North America,Honduras,2015-01-01,2016-03-10,Catuai,Green,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,0.13,0,0,1
1045,Arabica,North America,Costa Rica,2014-01-01,2015-04-11,Caturra,Green,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,0.11,0,0,0
1046,Arabica,North America,Mexico,2012-01-01,2013-09-04,Typica,Green,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,0.11,0,0,2
1047,Arabica,North America,Haiti,2012-01-01,2013-05-22,Typica,Green,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,0.12,0,0,0
1048,Arabica,North America,United States,2011-01-01,2012-12-20,Arusha,Bluish-Green,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,0.13,0,0,6
1049,Arabica,Asia,Taiwan,2016-01-01,2017-08-12,Typica,Green,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,0.0,0,0,1
1050,Arabica,Asia,Indonesia,2015-01-01,2016-11-09,Mandheling,Blue-Green,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,0.13,0,0,1
1051,Arabica,North America,Guatemala,2015-01-01,2016-10-22,Bourbon,Green,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,0.11,0,0,0
1052,Arabica,North America,Costa Rica,2015-01-01,2016-02-27,Caturra,Blue-Green,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,0.11,0,0,4
1053,Arabica,Africa,Malawi,2014-01-01,2015-11-04,Caturra,Bluish-Green,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0.12,0,0,1
1054,Arabica,North America,Mexico,2014-01-01,2015-10-23,Typica,Green,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,0.12,0,0,4
1056,Arabica,North America,Guatemala,2013-01-01,2014-06-05,Bourbon,Green,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,0.12,0,0,5
1057,Arabica,North America,Guatemala,2012-01-01,2013-01-24,Bourbon,Green,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,0.11,0,0,2
1058,Arabica,North America,Guatemala,2012-01-01,2013-01-24,Bourbon,Green,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,0.11,0,0,3
1062,Arabica,Africa,Tanzania,2014-01-01,2016-01-06,Other,Bluish-Green,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0.12,0,0,1
1063,Arabica,South America,Brazil,2014-01-01,2015-10-17,Bourbon,Green,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,0.0,0,0,3
1064,Arabica,North America,Honduras,2014-01-01,2015-04-30,Caturra,Green,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0.11,0,0,5
1065,Arabica,North America,Guatemala,2014-01-01,2015-01-28,Bourbon,Green,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,0.11,0,0,5
1068,Arabica,Asia,Taiwan,2017-01-01,2018-12-08,Other,Blue-Green,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,0.0,0,0,0
1069,Arabica,North America,Guatemala,2017-01-01,2018-09-08,Caturra,Green,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,0.1,0,0,4
1070,Arabica,North America,Honduras,2017-01-01,2018-08-23,Catuai,Green,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,0.11,0,0,5
1072,Arabica,South America,Brazil,2015-01-01,2016-11-16,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,0.11,0,0,3
1073,Arabica,Asia,Myanmar,2015-01-01,2016-07-16,Other,Green,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,0.0,0,0,2
1074,Arabica,North America,Guatemala,2014-01-01,2015-04-23,Other,Green,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,0.11,0,0,3
1076,Arabica,North America,United States,2013-01-01,2015-02-04,Hawaiian Kona,Green,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,0.11,0,1,0
1077,Arabica,North America,Guatemala,2013-01-01,2014-02-13,Bourbon,Green,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,0.12,0,1,1
1080,Arabica,Asia,Taiwan,2014-01-01,2015-11-23,Typica,Green,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,0.14,0,0,0
1081,Arabica,North America,El Salvador,2013-01-01,2015-04-26,Bourbon,Green,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,0.0,0,0,1
1082,Arabica,Asia,China,2013-01-01,2015-01-17,Other,Green,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,0.17,0,0,14
1083,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0
1084,Arabica,North America,Mexico,2012-01-01,2013-09-04,Typica,Green,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,0.1,0,2,4
1085,Arabica,North America,Mexico,2012-01-01,2013-08-30,Caturra,Green,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0.12,0,4,16
1087,Arabica,Africa,Tanzania,2015-01-01,2016-11-15,Bourbon,Green,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,0.13,0,0,5
1088,Arabica,Africa,Tanzania,2014-01-01,2015-12-18,Other,Bluish-Green,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,0.12,0,0,5
1089,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Yellow Bourbon,Green,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0
1090,Arabica,North America,Guatemala,2013-01-01,2014-06-06,Bourbon,Green,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,0.11,0,1,4
1091,Arabica,North America,Mexico,2012-01-01,2013-08-30,Typica,Green,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,0.11,0,0,21
1092,Arabica,North America,United States,2012-01-01,2013-02-07,Hawaiian Kona,Green,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,0.12,0,5,7
1094,Arabica,South America,Brazil,2017-01-01,2018-11-03,Catuai,Green,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,0.11,1,0,1
1095,Arabica,North America,Honduras,2016-01-01,2018-04-06,Caturra,Green,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,0.1,0,0,4
1096,Arabica,North America,Mexico,2016-01-01,2017-04-26,Caturra,Green,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,0.1,0,0,2
1097,Arabica,Asia,Myanmar,2015-01-01,2016-08-26,Other,Green,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,0.11,0,1,26
1098,Arabica,Asia,Myanmar,2014-01-01,2016-07-16,Catuai,Green,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,0.0,0,0,1
1099,Arabica,North America,Nicaragua,2015-01-01,2016-02-20,Caturra,Green,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,0,0,2
1100,Arabica,North America,United States,2014-01-01,2015-03-03,Hawaiian Kona,Green,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,0.12,0,4,13
1101,Arabica,South America,Colombia,2012-01-01,2015-01-08,Typica,Green,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0.1,0,0,0
1102,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,0.11,0,0,0
1103,Arabica,North America,Guatemala,2012-01-01,2014-01-09,Caturra,Green,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,0.11,0,1,12
1107,Arabica,North America,Honduras,2015-01-01,2016-01-26,Catuai,Green,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,0.11,0,0,0
1108,Arabica,North America,Guatemala,2013-01-01,2014-08-07,Bourbon,Green,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,0.11,0,0,2
1109,Arabica,North America,Mexico,2012-01-01,2013-10-09,Typica,Green,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,0.11,0,0,2
1110,Arabica,North America,Mexico,2012-01-01,2013-09-13,Typica,Green,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,0.14,0,1,2
1111,Arabica,North America,Mexico,2012-01-01,2013-09-10,Bourbon,Green,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,0.12,0,0,12
1112,Arabica,North America,Guatemala,2012-01-01,2013-05-24,Bourbon,Green,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,0.11,0,0,5
1114,Arabica,South America,Brazil,2017-01-01,2018-11-29,Bourbon,Green,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0.11,0,0,5
1115,Arabica,Asia,Taiwan,2014-01-01,2015-11-23,Typica,Green,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,0.07,0,0,0
1117,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,0.11,0,0,0
1118,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,0.11,0,0,0
1119,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,0.11,0,0,0
1121,Arabica,North America,Mexico,2012-01-01,2013-08-30,Typica,Green,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,0.14,0,1,17
1122,Arabica,North America,Nicaragua,2017-01-01,2018-06-13,Caturra,Green,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,0.1,0,0,5
1123,Arabica,Asia,Myanmar,2015-01-01,2016-07-16,Other,Green,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,0.0,0,0,4
1124,Arabica,North America,Mexico,2014-01-01,2015-05-01,Typica,Green,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,0.0,0,0,2
1125,Arabica,Asia,Taiwan,2013-01-01,2014-12-26,Typica,Green,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,0.11,0,0,0
1127,Arabica,North America,Mexico,2012-01-01,2013-09-10,Typica,Green,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,0.12,0,0,9
1128,Arabica,North America,Mexico,2012-01-01,2013-09-04,Other,Green,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,0.11,0,0,12
1131,Arabica,North America,United States,2014-01-01,2015-05-12,Hawaiian Kona,Green,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,0.11,0,1,3
1132,Arabica,North America,Mexico,2013-01-01,2014-03-29,Bourbon,Green,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,0.12,0,0,4
1133,Arabica,North America,Mexico,2012-01-01,2013-09-11,Other,Green,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,0.12,0,1,7
1135,Arabica,North America,Mexico,2012-01-01,2013-07-26,Catuai,Green,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,0.11,0,0,3
1136,Arabica,North America,Mexico,2012-01-01,2013-07-11,Typica,Green,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,0.12,0,0,6
1137,Arabica,North America,Mexico,2012-01-01,2013-07-11,Mundo Novo,Green,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,0.11,0,0,0
1140,Arabica,North America,Guatemala,2017-01-01,2018-08-22,Bourbon,Green,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,0.1,0,0,2
1141,Arabica,North America,Nicaragua,2014-01-01,2016-03-29,Caturra,Green,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,0.11,0,0,0
1142,Arabica,North America,Mexico,2012-01-01,2013-07-11,Typica,Green,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,0.12,0,0,3
1143,Arabica,North America,United States,2012-01-01,2013-04-05,Hawaiian Kona,Blue-Green,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,0.12,0,7,10
1144,Arabica,North America,Guatemala,2016-01-01,2018-06-22,Bourbon,Green,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,4,0,1
1146,Arabica,Asia,Taiwan,2013-01-01,2015-07-28,Typica,Blue-Green,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,0.1,0,0,0
1149,Arabica,North America,Costa Rica,2013-01-01,2014-09-23,Catuai,Bluish-Green,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,0.1,0,0,4
1150,Arabica,North America,Mexico,2013-01-01,2014-03-29,Typica,Green,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,0.12,0,0,4
1151,Arabica,North America,Mexico,2013-01-01,2014-03-29,Bourbon,Green,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,0.13,0,0,4
1152,Arabica,North America,Mexico,2013-01-01,2014-03-29,Bourbon,Green,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,0.12,0,0,5
1154,Arabica,North America,Mexico,2012-01-01,2013-09-04,Typica,Green,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,0.1,0,1,22
1155,Arabica,North America,Guatemala,2012-01-01,2013-07-23,Bourbon,Green,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,0.0,0,0,4
1157,Arabica,North America,Guatemala,2016-01-01,2018-06-22,Bourbon,Green,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,0.1,2,0,1
1158,Arabica,North America,El Salvador,2016-01-01,2018-03-23,Bourbon,Bluish-Green,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,0.0,0,0,12
1160,Arabica,North America,Guatemala,2013-01-01,2014-06-27,Bourbon,Green,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,0.11,0,0,6
1161,Arabica,North America,Mexico,2013-01-01,2014-03-29,Typica,Green,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,0.12,0,0,6
1166,Arabica,North America,Mexico,2012-01-01,2013-08-30,Caturra,Green,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,0.13,0,0,5
1169,Arabica,North America,Nicaragua,2015-01-01,2016-07-05,Caturra,Green,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,0.12,0,0,6
1171,Arabica,South America,Colombia,2013-01-01,2014-06-21,Caturra,Green,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,0.0,0,0,2
1172,Arabica,North America,Mexico,2012-01-01,2013-08-01,Caturra,Green,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,0.12,0,1,20
1173,Arabica,North America,Mexico,2012-01-01,2013-07-11,Typica,Bluish-Green,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,0.12,0,0,5
1174,Arabica,North America,Guatemala,2013-01-01,2015-05-13,Bourbon,Green,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,0,0,2
1175,Arabica,North America,Guatemala,2014-01-01,2015-03-31,Other,Green,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,0.1,0,1,4
1176,Arabica,North America,Mexico,2012-01-01,2013-09-11,Typica,Green,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,0.13,0,0,30
1178,Arabica,South America,Colombia,2013-01-01,2015-01-08,Caturra,Green,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,0.0,0,0,3
1180,Arabica,North America,Mexico,2012-01-01,2013-09-10,Typica,Green,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,0.14,0,0,19
1181,Arabica,North America,Guatemala,2012-01-01,2013-01-12,Bourbon,Green,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,0.11,0,0,6
1182,Arabica,Asia,Taiwan,2014-01-01,2015-11-07,Typica,Blue-Green,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,0.11,0,0,0
1183,Arabica,North America,Mexico,2012-01-01,2013-09-10,Bourbon,Green,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,0.13,0,0,10
1184,Arabica,North America,Guatemala,2017-01-01,2018-08-22,Bourbon,Green,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,0.1,0,0,0
1185,Arabica,North America,Honduras,2017-01-01,2018-07-27,Catuai,Green,Washed / Wet,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,0.11,0,0,5
1186,Arabica,North America,Guatemala,2016-01-01,2017-05-23,Bourbon,Green,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,0.11,8,0,6
1187,Arabica,North America,Guatemala,2015-01-01,2016-06-29,Catuai,Green,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,0.11,0,0,6
1190,Arabica,North America,Mexico,2012-01-01,2013-08-30,Typica,Green,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,0.14,0,0,34
1192,Arabica,North America,Guatemala,2017-01-01,2018-08-23,Bourbon,Green,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,0.1,0,0,1
1193,Arabica,North America,United States,2013-01-01,2015-06-09,Other,Green,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,0.13,0,0,0
1195,Arabica,North America,Mexico,2012-01-01,2013-09-12,Mundo Novo,Green,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,0.11,0,0,45
1196,Arabica,North America,Mexico,2012-01-01,2013-07-03,Typica,Bluish-Green,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,0.1,0,0,0
1198,Arabica,North America,Guatemala,2014-01-01,2015-09-11,Other,Green,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,0.12,0,0,3
1199,Arabica,North America,Honduras,2014-01-01,2015-04-26,Pacas,Green,Washed / Wet,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,0.11,0,0,12
1202,Arabica,North America,Mexico,2012-01-01,2013-09-12,Typica,Green,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,0.14,0,3,17
1203,Arabica,North America,Mexico,2012-01-01,2013-08-30,Typica,Green,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,0.14,0,7,38
1204,Arabica,North America,Mexico,2013-01-01,2014-03-12,Typica,Green,Washed / Wet,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,0.12,0,0,8
1206,Arabica,North America,Nicaragua,2016-01-01,2018-05-22,Caturra,Green,Other,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,0.1,2,0,4
1208,Arabica,North America,Guatemala,2013-01-01,2014-07-05,Bourbon,Green,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,0.12,0,1,8
1209,Arabica,North America,Mexico,2012-01-01,2013-08-01,Typica,Green,Washed / Wet,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,0.14,0,0,0
1212,Arabica,Asia,China,2013-01-01,2015-04-26,Typica,Green,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,0.0,0,0,5
1216,Arabica,North America,Guatemala,2014-01-01,2015-09-04,Other,Green,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,0.12,0,0,3
1217,Arabica,Asia,Taiwan,2013-01-01,2015-07-22,Typica,Green,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,0.1,0,0,0
1218,Arabica,North America,Mexico,2012-01-01,2013-07-26,Typica,Green,Washed / Wet,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,0.13,0,0,1
1221,Arabica,North America,Mexico,2014-01-01,2015-04-26,Bourbon,Green,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,0.0,0,0,0
1223,Arabica,North America,Mexico,2012-01-01,2013-07-26,Caturra,Green,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,0.13,0,1,3
1224,Arabica,South America,Brazil,2014-01-01,2015-12-16,Catuai,Green,Natural / Dry,6.83,7.0,6.92,7.08,6.92,6.83,10.0,10.0,10.0,0.12,0,3,4
1226,Arabica,North America,United States,2014-01-01,2015-03-19,Hawaiian Kona,Bluish-Green,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,0.1,0,0,0
